VID	x	y	z
1966	29.4764	14.7638	0
1967	28.4921	14.7638	0
1968	29.4764	13.7795	0
1969	30.4606	13.7795	0
1970	30.4606	14.7638	0
1971	29.4764	14.7638	0
1972	30.4606	13.7795	0
1973	31.4449	13.7795	0
1974	31.4449	14.7638	0
1975	30.4606	14.7638	0
1976	31.4449	13.7795	0
1977	32.4291	13.7795	0
1978	32.4291	14.7638	0
1979	31.4449	14.7638	0
1980	32.4291	13.7795	0
1981	33.4134	13.7795	0
1982	33.4134	14.7638	0
1983	32.4291	14.7638	0
1984	17.6654	14.7638	0
1985	18.6496	14.7638	0
1986	18.6496	15.748	0
1987	17.6654	15.748	0
1988	18.6496	14.7638	0
1989	19.6339	14.7638	0
1990	19.6339	15.748	0
1991	18.6496	15.748	0
1992	19.6339	14.7638	0
1993	20.6181	14.7638	0
1994	20.6181	15.748	0
1995	19.6339	15.748	0
1996	20.6181	14.7638	0
1997	21.6024	14.7638	0
1998	21.6024	15.748	0
1999	20.6181	15.748	0
2000	21.6024	14.7638	0
2001	22.5866	14.7638	0
2002	22.5866	15.748	0
2003	21.6024	15.748	0
2004	22.5866	14.7638	0
2005	23.5709	14.7638	0
2006	23.5709	15.748	0
2007	22.5866	15.748	0
2008	23.5709	14.7638	0
2009	24.5551	14.7638	0
2010	24.5551	15.748	0
2011	23.5709	15.748	0
2012	24.5551	14.7638	0
2013	25.5394	14.7638	0
2014	25.5394	15.748	0
2015	24.5551	15.748	0
2016	25.5394	14.7638	0
2017	26.5236	14.7638	0
2018	26.5236	15.748	0
2019	25.5394	15.748	0
2020	26.5236	14.7638	0
2021	27.5079	14.7638	0
2022	27.5079	15.748	0
2023	26.5236	15.748	0
2024	27.5079	14.7638	0
2025	28.4921	14.7638	0
2026	28.4921	15.748	0
2027	27.5079	15.748	0
2028	28.4921	14.7638	0
2029	29.4764	14.7638	0
2030	29.4764	15.748	0
2031	28.4921	15.748	0
2032	29.4764	14.7638	0
2033	30.4606	14.7638	0
2034	30.4606	15.748	0
2035	29.4764	15.748	0
2036	30.4606	14.7638	0
2037	31.4449	14.7638	0
2038	31.4449	15.748	0
2039	30.4606	15.748	0
2040	31.4449	14.7638	0
2041	32.4291	14.7638	0
2042	32.4291	15.748	0
2043	31.4449	15.748	0
2044	32.4291	14.7638	0
2045	33.4134	14.7638	0
2046	33.4134	15.748	0
2047	32.4291	15.748	0
